method,estimation_stage,J,h2,true_eta0,true_lambda,panel_seed,raw_eta0,selected_lambda,selected_L,eta0_finite,eta0_boundary,objective,converged,causal_correlation,achieved_h2,expected_z_1,expected_z_2,fit_seconds
AIW-N,actual_selection,2000,0.005,20,0.001,32,8.49296842884729,0.006,1,TRUE,interior,8366.13131958945,TRUE,-1.96015264285234e-05,0.005,29.0659558381432,-12.4573033039515,6.486
AIW-N,oracle_lambda_oracle_L,2000,0.005,20,0.001,32,4.37407177830391,0.001,2,TRUE,interior,8157.21922121232,TRUE,-1.96015264285234e-05,0.005,29.0659558381432,-12.4573033039515,6.486
AIW-N,selected_lambda_oracle_L,2000,0.005,20,0.001,32,13.5363185975712,0.006,2,TRUE,interior,8359.62844886069,TRUE,-1.96015264285234e-05,0.005,29.0659558381432,-12.4573033039515,6.486
collapsed-R,actual_selection,2000,0.005,20,0.001,32,1.33363227646449,0.006,0,TRUE,interior,8362.46847210755,TRUE,-1.96015264285234e-05,0.005,29.0659558381432,-12.4573033039515,1.11599999999999
collapsed-R,oracle_lambda,2000,0.005,20,0.001,32,1,0.001,0,TRUE,interior,8161.775216314,TRUE,-1.96015264285234e-05,0.005,29.0659558381432,-12.4573033039515,1.11599999999999
AIW-N,actual_selection,2000,2e-04,50,0.001,32,15.0862440813101,0.004,1,TRUE,interior,12079.2470738649,TRUE,-7.48733123977338e-06,2e-04,5.81318648431039,-2.49140116683759,13.052
AIW-N,oracle_lambda_oracle_L,2000,2e-04,50,0.001,32,10.226535590331,0.001,2,TRUE,interior,11984.2855359903,TRUE,-7.48733123977338e-06,2e-04,5.81318648431039,-2.49140116683759,13.052
AIW-N,selected_lambda_oracle_L,2000,2e-04,50,0.001,32,28.8391328271973,0.004,2,TRUE,interior,12076.2248635788,TRUE,-7.48733123977338e-06,2e-04,5.81318648431039,-2.49140116683759,13.052
collapsed-R,actual_selection,2000,2e-04,50,0.001,32,14.9274780773343,0.004,0,TRUE,interior,12076.0131985873,TRUE,-7.48733123977338e-06,2e-04,5.81318648431039,-2.49140116683759,1.00899999999999
collapsed-R,oracle_lambda,2000,2e-04,50,0.001,32,2.80118845909162,0.001,0,TRUE,interior,11985.9828922302,TRUE,-7.48733123977338e-06,2e-04,5.81318648431039,-2.49140116683759,1.00899999999999
AIW-N,actual_selection,2000,0.001,50,0.001,32,23.2493316518461,0.004,1,TRUE,interior,11093.8454065685,TRUE,-7.48733123977338e-06,0.001,12.998680144801,-5.57094236827116,6.27
AIW-N,oracle_lambda_oracle_L,2000,0.001,50,0.001,32,14.502360329588,0.001,2,TRUE,interior,10973.8005677034,TRUE,-7.48733123977338e-06,0.001,12.998680144801,-5.57094236827116,6.27
AIW-N,selected_lambda_oracle_L,2000,0.001,50,0.001,32,35.2319796218396,0.004,2,TRUE,interior,11089.6627022178,TRUE,-7.48733123977338e-06,0.001,12.998680144801,-5.57094236827116,6.27
collapsed-R,actual_selection,2000,0.001,50,0.001,32,14.8141705398419,0.004,0,TRUE,interior,11088.8992781102,TRUE,-7.48733123977338e-06,0.001,12.998680144801,-5.57094236827116,1.109
collapsed-R,oracle_lambda,2000,0.001,50,0.001,32,2.87216732125656,0.001,0,TRUE,interior,10977.2401860175,TRUE,-7.48733123977338e-06,0.001,12.998680144801,-5.57094236827116,1.109
AIW-N,actual_selection,2000,0.005,50,0.001,32,28.1800979858561,0.004,1,TRUE,interior,9741.86490488186,TRUE,-7.48733123977338e-06,0.005,29.0659324215519,-12.457005834188,7.831
AIW-N,oracle_lambda_oracle_L,2000,0.005,50,0.001,32,17.0355534054008,0.001,2,TRUE,interior,9607.47012521453,TRUE,-7.48733123977338e-06,0.005,29.0659324215519,-12.457005834188,7.831
AIW-N,selected_lambda_oracle_L,2000,0.005,50,0.001,32,39.5572271611681,0.004,2,TRUE,interior,9737.89959560881,TRUE,-7.48733123977338e-06,0.005,29.0659324215519,-12.457005834188,7.831
collapsed-R,actual_selection,2000,0.005,50,0.001,32,4.20182411687623,0.004,0,TRUE,interior,9731.18249899407,TRUE,-7.48733123977338e-06,0.005,29.0659324215519,-12.457005834188,1.096
collapsed-R,oracle_lambda,2000,0.005,50,0.001,32,1.47874842788485,0.001,0,TRUE,interior,9608.92554960392,TRUE,-7.48733123977338e-06,0.005,29.0659324215519,-12.457005834188,1.096
AIW-N,actual_selection,2000,2e-04,100,0.001,32,82.4903159063732,0.002,3,TRUE,interior,12958.4683372592,TRUE,2.20862508683005e-05,2e-04,5.81319212822579,2.4914728634473,5.688
AIW-N,oracle_lambda_oracle_L,2000,2e-04,100,0.001,32,34.8239402036024,0.001,2,TRUE,interior,12907.729168662,TRUE,2.20862508683005e-05,2e-04,5.81319212822579,2.4914728634473,5.688
AIW-N,selected_lambda_oracle_L,2000,2e-04,100,0.001,32,72.930270034351,0.002,2,TRUE,interior,12957.3466103255,TRUE,2.20862508683005e-05,2e-04,5.81319212822579,2.4914728634473,5.688
collapsed-R,actual_selection,2000,2e-04,100,0.001,32,58.8724155072579,0.002,1,TRUE,interior,12952.7913601333,TRUE,2.20862508683005e-05,2e-04,5.81319212822579,2.4914728634473,1.01499999999999
collapsed-R,oracle_lambda,2000,2e-04,100,0.001,32,24.4177374866181,0.001,0,TRUE,interior,12903.4462953087,TRUE,2.20862508683005e-05,2e-04,5.81319212822579,2.4914728634473,1.01499999999999
AIW-N,actual_selection,2000,0.001,100,0.001,32,52.6407000953496,0.002,1,TRUE,interior,12005.1239584619,TRUE,2.20862508683005e-05,0.001,12.9986927649795,5.57110268676422,6.325
AIW-N,oracle_lambda_oracle_L,2000,0.001,100,0.001,32,40.418117795644,0.001,2,TRUE,interior,11943.2206706398,TRUE,2.20862508683005e-05,0.001,12.9986927649795,5.57110268676422,6.325
AIW-N,selected_lambda_oracle_L,2000,0.001,100,0.001,32,65.136189531113,0.002,2,TRUE,interior,12001.2733687161,TRUE,2.20862508683005e-05,0.001,12.9986927649795,5.57110268676422,6.325
collapsed-R,actual_selection,2000,0.001,100,0.001,32,42.2908874624512,0.002,1,TRUE,interior,11998.6677586949,TRUE,2.20862508683005e-05,0.001,12.9986927649795,5.57110268676422,1.48500000000001
collapsed-R,oracle_lambda,2000,0.001,100,0.001,32,20.9842074801697,0.001,1,TRUE,interior,11940.842395992,TRUE,2.20862508683005e-05,0.001,12.9986927649795,5.57110268676422,1.48500000000001
AIW-N,actual_selection,2000,0.005,100,0.001,32,52.5127542232374,0.002,1,TRUE,interior,10633.1192530014,TRUE,2.20862508683005e-05,0.005,29.065960641129,12.4573643172365,6.539
AIW-N,oracle_lambda_oracle_L,2000,0.005,100,0.001,32,41.962032042025,0.001,2,TRUE,interior,10570.7084570814,TRUE,2.20862508683005e-05,0.005,29.065960641129,12.4573643172365,6.539
AIW-N,selected_lambda_oracle_L,2000,0.005,100,0.001,32,63.1719647751259,0.002,2,TRUE,interior,10630.0776941452,TRUE,2.20862508683005e-05,0.005,29.065960641129,12.4573643172365,6.539
collapsed-R,actual_selection,2000,0.005,100,0.001,32,9.27069437207909,0.002,0,TRUE,interior,10613.1359977443,TRUE,2.20862508683005e-05,0.005,29.065960641129,12.4573643172365,2.658
collapsed-R,oracle_lambda,2000,0.005,100,0.001,32,4.87933224789578,0.001,0,TRUE,interior,10561.2657871302,TRUE,2.20862508683005e-05,0.005,29.065960641129,12.4573643172365,2.658
AIW-N,actual_selection,2000,2e-04,200,0.001,32,428.704032990568,0.002,5,TRUE,interior,13311.9333758548,TRUE,-4.41431653424896e-06,2e-04,5.81318529630166,-2.49138607489779,6.474
AIW-N,oracle_lambda_oracle_L,2000,2e-04,200,0.001,32,82.9788187558238,0.001,2,TRUE,interior,13271.4648804202,TRUE,-4.41431653424896e-06,2e-04,5.81318529630166,-2.49138607489779,6.474
AIW-N,selected_lambda_oracle_L,2000,2e-04,200,0.001,32,282.344244344502,0.002,2,TRUE,interior,13304.2685567483,TRUE,-4.41431653424896e-06,2e-04,5.81318529630166,-2.49138607489779,6.474
collapsed-R,actual_selection,2000,2e-04,200,0.001,32,252.641103913169,0.002,1,TRUE,interior,13299.2858655227,TRUE,-4.41431653424896e-06,2e-04,5.81318529630166,-2.49138607489779,1.06800000000003
collapsed-R,oracle_lambda,2000,2e-04,200,0.001,32,63.2510705524775,0.001,1,TRUE,interior,13266.6820791671,TRUE,-4.41431653424896e-06,2e-04,5.81318529630166,-2.49138607489779,1.06800000000003
AIW-N,actual_selection,2000,0.001,200,0.001,32,224.730456339502,0.002,5,TRUE,interior,12638.9198265493,TRUE,-4.41431653424896e-06,0.001,12.9986774883328,-5.57090862166784,7.166
AIW-N,oracle_lambda_oracle_L,2000,0.001,200,0.001,32,100.650929875392,0.001,2,TRUE,interior,12589.7613625812,TRUE,-4.41431653424896e-06,0.001,12.9986774883328,-5.57090862166784,7.166
AIW-N,selected_lambda_oracle_L,2000,0.001,200,0.001,32,180.994950021379,0.002,2,TRUE,interior,12638.0368468844,TRUE,-4.41431653424896e-06,0.001,12.9986774883328,-5.57090862166784,7.166
collapsed-R,actual_selection,2000,0.001,200,0.001,32,141.104068860283,0.002,1,TRUE,interior,12634.6109949642,TRUE,-4.41431653424896e-06,0.001,12.9986774883328,-5.57090862166784,1.741
collapsed-R,oracle_lambda,2000,0.001,200,0.001,32,70.2805454182843,0.001,1,TRUE,interior,12586.7542659598,TRUE,-4.41431653424896e-06,0.001,12.9986774883328,-5.57090862166784,1.741
AIW-N,actual_selection,2000,0.005,200,0.001,32,165.506525905069,0.002,2,TRUE,interior,11465.1156523506,TRUE,-4.41431653424896e-06,0.005,29.0659264815083,-12.456930374489,7.432
AIW-N,oracle_lambda_oracle_L,2000,0.005,200,0.001,32,106.995687227195,0.001,2,TRUE,interior,11406.8224747874,TRUE,-4.41431653424896e-06,0.005,29.0659264815083,-12.456930374489,7.432
AIW-N,selected_lambda_oracle_L,2000,0.005,200,0.001,32,165.506525905069,0.002,2,TRUE,interior,11465.1156523506,TRUE,-4.41431653424896e-06,0.005,29.0659264815083,-12.456930374489,7.432
collapsed-R,actual_selection,2000,0.005,200,0.001,32,116.574171993525,0.002,1,TRUE,interior,11452.7579132466,TRUE,-4.41431653424896e-06,0.005,29.0659264815083,-12.456930374489,4.22400000000003
collapsed-R,oracle_lambda,2000,0.005,200,0.001,32,21.7298364303691,0.001,0,TRUE,interior,11376.8792884217,TRUE,-4.41431653424896e-06,0.005,29.0659264815083,-12.456930374489,4.22400000000003
AIW-N,actual_selection,2000,2e-04,500,0.001,32,260.245779531492,0.001,5,TRUE,interior,13623.5105058715,TRUE,2.08860412563428e-05,2e-04,5.81319166422309,2.49146696913572,6.494
AIW-N,oracle_lambda_oracle_L,2000,2e-04,500,0.001,32,168.089853524276,0.001,2,TRUE,interior,13619.7628177408,TRUE,2.08860412563428e-05,2e-04,5.81319166422309,2.49146696913572,6.494
AIW-N,selected_lambda_oracle_L,2000,2e-04,500,0.001,32,168.089853524276,0.001,2,TRUE,interior,13619.7628177408,TRUE,2.08860412563428e-05,2e-04,5.81319166422309,2.49146696913572,6.494
collapsed-R,actual_selection,2000,2e-04,500,0.001,32,154.297143070872,0.001,1,TRUE,interior,13615.0396288025,TRUE,2.08860412563428e-05,2e-04,5.81319166422309,2.49146696913572,0.892000000000024
collapsed-R,oracle_lambda,2000,2e-04,500,0.001,32,154.297143070872,0.001,1,TRUE,interior,13615.0396288025,TRUE,2.08860412563428e-05,2e-04,5.81319166422309,2.49146696913572,0.892000000000024
AIW-N,actual_selection,2000,0.001,500,0.001,32,800.972987988333,0.002,5,TRUE,interior,13226.2827978279,TRUE,2.08860412563428e-05,0.001,12.998691727438,5.57108950668285,5.68000000000001
AIW-N,oracle_lambda_oracle_L,2000,0.001,500,0.001,32,236.181632514965,0.001,2,TRUE,interior,13210.9487118683,TRUE,2.08860412563428e-05,0.001,12.998691727438,5.57108950668285,5.68000000000001
AIW-N,selected_lambda_oracle_L,2000,0.001,500,0.001,32,620.47572654055,0.002,2,TRUE,interior,13217.0930711673,TRUE,2.08860412563428e-05,0.001,12.998691727438,5.57108950668285,5.68000000000001
collapsed-R,actual_selection,2000,0.001,500,0.001,32,639.289995042819,0.002,2,TRUE,interior,13215.8279245085,TRUE,2.08860412563428e-05,0.001,12.998691727438,5.57108950668285,2.36399999999998
collapsed-R,oracle_lambda,2000,0.001,500,0.001,32,175.165544801828,0.001,1,TRUE,interior,13204.3108592078,TRUE,2.08860412563428e-05,0.001,12.998691727438,5.57108950668285,2.36399999999998
AIW-N,actual_selection,2000,0.005,500,0.001,32,400.764902136777,0.002,2,TRUE,interior,12234.0483421974,TRUE,2.08860412563428e-05,0.005,29.0659583211155,12.4573348456786,6.315
AIW-N,oracle_lambda_oracle_L,2000,0.005,500,0.001,32,247.266016008332,0.001,2,TRUE,interior,12196.1206012663,TRUE,2.08860412563428e-05,0.005,29.0659583211155,12.4573348456786,6.315
AIW-N,selected_lambda_oracle_L,2000,0.005,500,0.001,32,400.764902136777,0.002,2,TRUE,interior,12234.0483421974,TRUE,2.08860412563428e-05,0.005,29.0659583211155,12.4573348456786,6.315
collapsed-R,actual_selection,2000,0.005,500,0.001,32,292.675593357201,0.002,1,TRUE,interior,12209.3845563072,TRUE,2.08860412563428e-05,0.005,29.0659583211155,12.4573348456786,3.55199999999999
collapsed-R,oracle_lambda,2000,0.005,500,0.001,32,174.30528792537,0.001,1,TRUE,interior,12178.1246112539,TRUE,2.08860412563428e-05,0.005,29.0659583211155,12.4573348456786,3.55199999999999
AIW-N,actual_selection,2000,2e-04,1000,0.001,32,517.510759024754,0.001,5,TRUE,interior,13658.1850939715,TRUE,-9.15988602071692e-06,2e-04,5.81318713091177,-2.49140938093974,5.52700000000002
AIW-N,oracle_lambda_oracle_L,2000,2e-04,1000,0.001,32,312.874898359276,0.001,2,TRUE,interior,13650.2056862842,TRUE,-9.15988602071692e-06,2e-04,5.81318713091177,-2.49140938093974,5.52700000000002
AIW-N,selected_lambda_oracle_L,2000,2e-04,1000,0.001,32,312.874898359276,0.001,2,TRUE,interior,13650.2056862842,TRUE,-9.15988602071692e-06,2e-04,5.81318713091177,-2.49140938093974,5.52700000000002
collapsed-R,actual_selection,2000,2e-04,1000,0.001,32,278.012436814979,0.001,1,TRUE,interior,13647.4924668357,TRUE,-9.15988602071692e-06,2e-04,5.81318713091177,-2.49140938093974,0.788999999999959
collapsed-R,oracle_lambda,2000,2e-04,1000,0.001,32,278.012436814979,0.001,1,TRUE,interior,13647.4924668357,TRUE,-9.15988602071692e-06,2e-04,5.81318713091177,-2.49140938093974,0.788999999999959
AIW-N,actual_selection,2000,0.001,1000,0.001,32,570.062039146814,0.001,5,TRUE,interior,13450.6973526866,TRUE,-9.15988602071692e-06,0.001,12.9986815906457,-5.57096073556193,4.941
AIW-N,oracle_lambda_oracle_L,2000,0.001,1000,0.001,32,449.835681405613,0.001,2,TRUE,interior,13446.6860055755,TRUE,-9.15988602071692e-06,0.001,12.9986815906457,-5.57096073556193,4.941
AIW-N,selected_lambda_oracle_L,2000,0.001,1000,0.001,32,449.835681405613,0.001,2,TRUE,interior,13446.6860055755,TRUE,-9.15988602071692e-06,0.001,12.9986815906457,-5.57096073556193,4.941
collapsed-R,actual_selection,2000,0.001,1000,0.001,32,403.667139765317,0.001,1,TRUE,interior,13442.5005672273,TRUE,-9.15988602071692e-06,0.001,12.9986815906457,-5.57096073556193,1.74799999999996
collapsed-R,oracle_lambda,2000,0.001,1000,0.001,32,403.667139765317,0.001,1,TRUE,interior,13442.5005672273,TRUE,-9.15988602071692e-06,0.001,12.9986815906457,-5.57096073556193,1.74799999999996
AIW-N,actual_selection,2000,0.005,1000,0.001,32,1011.91808181,0.002,2,TRUE,interior,12810.1099918754,TRUE,-9.15988602071692e-06,0.005,29.0659356545588,-12.4570469046987,6.322
AIW-N,oracle_lambda_oracle_L,2000,0.005,1000,0.001,32,555.334192675395,0.001,2,TRUE,interior,12797.2808675398,TRUE,-9.15988602071692e-06,0.005,29.0659356545588,-12.4570469046987,6.322
AIW-N,selected_lambda_oracle_L,2000,0.005,1000,0.001,32,1011.91808181,0.002,2,TRUE,interior,12810.1099918754,TRUE,-9.15988602071692e-06,0.005,29.0659356545588,-12.4570469046987,6.322
collapsed-R,actual_selection,2000,0.005,1000,0.001,32,1009.20951988499,0.002,2,TRUE,interior,12808.1164672891,TRUE,-9.15988602071692e-06,0.005,29.0659356545588,-12.4570469046987,2.20899999999997
collapsed-R,oracle_lambda,2000,0.005,1000,0.001,32,456.166878140997,0.001,1,TRUE,interior,12777.394680107,TRUE,-9.15988602071692e-06,0.005,29.0659356545588,-12.4570469046987,2.20899999999997
