method,estimation_stage,J,h2,true_eta0,true_lambda,panel_seed,raw_eta0,selected_lambda,selected_L,eta0_finite,eta0_boundary,objective,converged,causal_correlation,achieved_h2,expected_z_1,expected_z_2,fit_seconds
collapsed-R,actual_selection,2000,2e-04,50,0.001,31,68.7284812158524,0.004,1,TRUE,interior,12610.5165656246,TRUE,-9.91924901935e-06,2e-04,5.81318742447818,-2.49141311025272,0.943999999999996
collapsed-R,oracle_lambda,2000,2e-04,50,0.001,31,8.10486351064523,0.001,0,TRUE,interior,12502.2219005681,TRUE,-9.91924901935e-06,2e-04,5.81318742447818,-2.49141311025272,0.943999999999996
AIW-N,actual_selection,2000,0.001,50,0.001,31,51.7262123734164,0.004,1,TRUE,interior,11618.1765919034,TRUE,-9.91924901935e-06,0.001,12.9986822470801,-5.57096907455925,6.84
AIW-N,oracle_lambda_oracle_L,2000,0.001,50,0.001,31,25.069872338549,0.001,2,TRUE,interior,11496.8246781916,TRUE,-9.91924901935e-06,0.001,12.9986822470801,-5.57096907455925,6.84
AIW-N,selected_lambda_oracle_L,2000,0.001,50,0.001,31,64.6722456587376,0.004,2,TRUE,interior,11614.561213355,TRUE,-9.91924901935e-06,0.001,12.9986822470801,-5.57096907455925,6.84
collapsed-R,actual_selection,2000,0.001,50,0.001,31,42.8552951545116,0.004,1,TRUE,interior,11611.9480842102,TRUE,-9.91924901935e-06,0.001,12.9986822470801,-5.57096907455925,1.47399999999999
collapsed-R,oracle_lambda,2000,0.001,50,0.001,31,12.5814861523741,0.001,0,TRUE,interior,11495.7653513107,TRUE,-9.91924901935e-06,0.001,12.9986822470801,-5.57096907455925,1.47399999999999
AIW-N,actual_selection,2000,0.005,50,0.001,31,48.5552725302781,0.004,1,TRUE,interior,10177.1259482471,TRUE,-9.91924901935e-06,0.005,29.0659371223909,-12.4570655512636,6.179
AIW-N,oracle_lambda_oracle_L,2000,0.005,50,0.001,31,24.7708825192705,0.001,2,TRUE,interior,10052.2038671575,TRUE,-9.91924901935e-06,0.005,29.0659371223909,-12.4570655512636,6.179
AIW-N,selected_lambda_oracle_L,2000,0.005,50,0.001,31,56.9675916747142,0.004,2,TRUE,interior,10172.6201529546,TRUE,-9.91924901935e-06,0.005,29.0659371223909,-12.4570655512636,6.179
collapsed-R,actual_selection,2000,0.005,50,0.001,31,7.51873065397505,0.004,0,TRUE,interior,10158.1109542703,TRUE,-9.91924901935e-06,0.005,29.0659371223909,-12.4570655512636,1.281
collapsed-R,oracle_lambda,2000,0.005,50,0.001,31,1.56284389694999,0.001,0,TRUE,interior,10049.8373799948,TRUE,-9.91924901935e-06,0.005,29.0659371223909,-12.4570655512636,1.281
AIW-N,actual_selection,2000,2e-04,100,0.001,31,42.5645195028726,0.002,1,TRUE,interior,13054.7615068722,TRUE,1.85623000308303e-05,2e-04,5.81319076586349,2.49145555707024,4.927
AIW-N,oracle_lambda_oracle_L,2000,2e-04,100,0.001,31,28.4521064784077,0.001,2,TRUE,interior,13009.7251467741,TRUE,1.85623000308303e-05,2e-04,5.81319076586349,2.49145555707024,4.927
AIW-N,selected_lambda_oracle_L,2000,2e-04,100,0.001,31,65.7051104976945,0.002,2,TRUE,interior,13053.4638463669,TRUE,1.85623000308303e-05,2e-04,5.81319076586349,2.49145555707024,4.927
collapsed-R,actual_selection,2000,2e-04,100,0.001,31,42.004030802383,0.002,0,TRUE,interior,13051.1212433375,TRUE,1.85623000308303e-05,2e-04,5.81319076586349,2.49145555707024,0.832000000000008
collapsed-R,oracle_lambda,2000,2e-04,100,0.001,31,12.646008651028,0.001,0,TRUE,interior,13008.3335583213,TRUE,1.85623000308303e-05,2e-04,5.81319076586349,2.49145555707024,0.832000000000008
AIW-N,actual_selection,2000,0.001,100,0.001,31,71.5153894970134,0.004,1,TRUE,interior,12024.3525799929,TRUE,1.85623000308303e-05,0.001,12.9986897186448,5.57106398852867,6.696
AIW-N,oracle_lambda_oracle_L,2000,0.001,100,0.001,31,30.4553095670138,0.001,2,TRUE,interior,11914.373891696,TRUE,1.85623000308303e-05,0.001,12.9986897186448,5.57106398852867,6.696
AIW-N,selected_lambda_oracle_L,2000,0.001,100,0.001,31,85.6863350419598,0.004,2,TRUE,interior,12021.9889574001,TRUE,1.85623000308303e-05,0.001,12.9986897186448,5.57106398852867,6.696
collapsed-R,actual_selection,2000,0.001,100,0.001,31,65.6388948546106,0.004,1,TRUE,interior,12020.0404354018,TRUE,1.85623000308303e-05,0.001,12.9986897186448,5.57106398852867,1.29199999999999
collapsed-R,oracle_lambda,2000,0.001,100,0.001,31,18.0410427915173,0.001,1,TRUE,interior,11912.6923735657,TRUE,1.85623000308303e-05,0.001,12.9986897186448,5.57106398852867,1.29199999999999
AIW-N,actual_selection,2000,0.005,100,0.001,31,64.629714808967,0.004,1,TRUE,interior,10542.6671485942,TRUE,1.85623000308303e-05,0.005,29.0659538293174,12.4572777853512,6.14800000000001
AIW-N,oracle_lambda_oracle_L,2000,0.005,100,0.001,31,31.8250437390474,0.001,2,TRUE,interior,10390.6052432967,TRUE,1.85623000308303e-05,0.005,29.0659538293174,12.4572777853512,6.14800000000001
AIW-N,selected_lambda_oracle_L,2000,0.005,100,0.001,31,76.4836666969631,0.004,2,TRUE,interior,10539.7177239566,TRUE,1.85623000308303e-05,0.005,29.0659538293174,12.4572777853512,6.14800000000001
collapsed-R,actual_selection,2000,0.005,100,0.001,31,15.6350165719315,0.004,0,TRUE,interior,10519.7387330104,TRUE,1.85623000308303e-05,0.005,29.0659538293174,12.4572777853512,2.37100000000002
collapsed-R,oracle_lambda,2000,0.005,100,0.001,31,4.04248744182737,0.001,0,TRUE,interior,10385.19156339,TRUE,1.85623000308303e-05,0.005,29.0659538293174,12.4572777853512,2.37100000000002
AIW-N,actual_selection,2000,2e-04,200,0.001,31,524.815350962471,0.002,5,TRUE,interior,13357.88056563,TRUE,7.9955934494641e-06,2e-04,5.81318668080189,2.49140366297067,5.473
AIW-N,oracle_lambda_oracle_L,2000,2e-04,200,0.001,31,65.5598015684146,0.001,2,TRUE,interior,13350.8012162253,TRUE,7.9955934494641e-06,2e-04,5.81318668080189,2.49140366297067,5.473
AIW-N,selected_lambda_oracle_L,2000,2e-04,200,0.001,31,65.5598015684146,0.001,2,TRUE,interior,13350.8012162253,TRUE,7.9955934494641e-06,2e-04,5.81318668080189,2.49140366297067,5.473
collapsed-R,actual_selection,2000,2e-04,200,0.001,31,44.1790074784573,0.001,0,TRUE,interior,13345.8659118488,TRUE,7.9955934494641e-06,2e-04,5.81318668080189,2.49140366297067,0.853999999999971
collapsed-R,oracle_lambda,2000,2e-04,200,0.001,31,44.1790074784573,0.001,0,TRUE,interior,13345.8659118488,TRUE,7.9955934494641e-06,2e-04,5.81318668080189,2.49140366297067,0.853999999999971
AIW-N,actual_selection,2000,0.001,200,0.001,31,191.87536350883,0.002,5,TRUE,interior,12724.0123160103,TRUE,7.9955934494641e-06,0.001,12.9986805841694,5.57094794979439,7.75400000000001
AIW-N,oracle_lambda_oracle_L,2000,0.001,200,0.001,31,85.4463027289898,0.001,2,TRUE,interior,12698.5465872758,TRUE,7.9955934494641e-06,0.001,12.9986805841694,5.57094794979439,7.75400000000001
AIW-N,selected_lambda_oracle_L,2000,0.001,200,0.001,31,153.142925632035,0.002,2,TRUE,interior,12721.6175367405,TRUE,7.9955934494641e-06,0.001,12.9986805841694,5.57094794979439,7.75400000000001
collapsed-R,actual_selection,2000,0.001,200,0.001,31,132.358329037259,0.002,1,TRUE,interior,12719.6051070997,TRUE,7.9955934494641e-06,0.001,12.9986805841694,5.57094794979439,1.43600000000004
collapsed-R,oracle_lambda,2000,0.001,200,0.001,31,66.8781707904388,0.001,1,TRUE,interior,12695.7406026061,TRUE,7.9955934494641e-06,0.001,12.9986805841694,5.57094794979439,1.43600000000004
AIW-N,actual_selection,2000,0.005,200,0.001,31,117.909272994666,0.002,1,TRUE,interior,11422.1426051326,TRUE,7.9955934494641e-06,0.005,29.0659334040095,12.4570183148533,6.503
AIW-N,oracle_lambda_oracle_L,2000,0.005,200,0.001,31,92.8252570321082,0.001,2,TRUE,interior,11378.2874849657,TRUE,7.9955934494641e-06,0.005,29.0659334040095,12.4570183148533,6.503
AIW-N,selected_lambda_oracle_L,2000,0.005,200,0.001,31,140.326996656075,0.002,2,TRUE,interior,11421.7730041288,TRUE,7.9955934494641e-06,0.005,29.0659334040095,12.4570183148533,6.503
collapsed-R,actual_selection,2000,0.005,200,0.001,31,98.416405451824,0.002,1,TRUE,interior,11411.7311730768,TRUE,7.9955934494641e-06,0.005,29.0659334040095,12.4570183148533,3.855
collapsed-R,oracle_lambda,2000,0.005,200,0.001,31,19.6495026688009,0.001,0,TRUE,interior,11354.548132253,TRUE,7.9955934494641e-06,0.005,29.0659334040095,12.4570183148533,3.855
AIW-N,actual_selection,2000,2e-04,500,0.001,31,177.589136772694,0.001,4,TRUE,interior,13429.6448134339,TRUE,-1.1204897000876e-05,2e-04,5.8131879215047,-2.49141942420334,5.741
AIW-N,oracle_lambda_oracle_L,2000,2e-04,500,0.001,31,140.223640076023,0.001,2,TRUE,interior,13426.1189153551,TRUE,-1.1204897000876e-05,2e-04,5.8131879215047,-2.49141942420334,5.741
AIW-N,selected_lambda_oracle_L,2000,2e-04,500,0.001,31,140.223640076023,0.001,2,TRUE,interior,13426.1189153551,TRUE,-1.1204897000876e-05,2e-04,5.8131879215047,-2.49141942420334,5.741
collapsed-R,actual_selection,2000,2e-04,500,0.001,31,119.939529883157,0.001,1,TRUE,interior,13421.3884196095,TRUE,-1.1204897000876e-05,2e-04,5.8131879215047,-2.49141942420334,1.03000000000002
collapsed-R,oracle_lambda,2000,2e-04,500,0.001,31,119.939529883157,0.001,1,TRUE,interior,13421.3884196095,TRUE,-1.1204897000876e-05,2e-04,5.8131879215047,-2.49141942420334,1.03000000000002
AIW-N,actual_selection,2000,0.001,500,0.001,31,445.374918167796,0.002,5,TRUE,interior,13016.3351226759,TRUE,-1.1204897000876e-05,0.001,12.9986833584652,-5.57098319298205,6.47
AIW-N,oracle_lambda_oracle_L,2000,0.001,500,0.001,31,182.830449842337,0.001,2,TRUE,interior,13003.6532273254,TRUE,-1.1204897000876e-05,0.001,12.9986833584652,-5.57098319298205,6.47
AIW-N,selected_lambda_oracle_L,2000,0.001,500,0.001,31,379.137784179392,0.002,2,TRUE,interior,13011.2920174521,TRUE,-1.1204897000876e-05,0.001,12.9986833584652,-5.57098319298205,6.47
collapsed-R,actual_selection,2000,0.001,500,0.001,31,350.886905766365,0.002,1,TRUE,interior,13008.0429848689,TRUE,-1.1204897000876e-05,0.001,12.9986833584652,-5.57098319298205,2.20000000000002
collapsed-R,oracle_lambda,2000,0.001,500,0.001,31,165.311378891379,0.001,1,TRUE,interior,13000.7109111344,TRUE,-1.1204897000876e-05,0.001,12.9986833584652,-5.57098319298205,2.20000000000002
AIW-N,actual_selection,2000,0.005,500,0.001,31,320.258111095733,0.002,2,TRUE,interior,12035.3142891139,TRUE,-1.1204897000876e-05,0.005,29.0659396075235,-12.4570971210167,6.11599999999999
AIW-N,oracle_lambda_oracle_L,2000,0.005,500,0.001,31,203.073146793592,0.001,2,TRUE,interior,11996.4662322817,TRUE,-1.1204897000876e-05,0.005,29.0659396075235,-12.4570971210167,6.11599999999999
AIW-N,selected_lambda_oracle_L,2000,0.005,500,0.001,31,320.258111095733,0.002,2,TRUE,interior,12035.3142891139,TRUE,-1.1204897000876e-05,0.005,29.0659396075235,-12.4570971210167,6.11599999999999
collapsed-R,actual_selection,2000,0.005,500,0.001,31,276.211505488868,0.002,1,TRUE,interior,12028.8950671996,TRUE,-1.1204897000876e-05,0.005,29.0659396075235,-12.4570971210167,3.92500000000001
collapsed-R,oracle_lambda,2000,0.005,500,0.001,31,168.511380204822,0.001,1,TRUE,interior,11991.105590032,TRUE,-1.1204897000876e-05,0.005,29.0659396075235,-12.4570971210167,3.92500000000001
AIW-N,actual_selection,2000,2e-04,1000,0.001,31,298.408263295064,0.001,5,TRUE,interior,13536.3364922858,TRUE,9.43778504014992e-06,2e-04,5.81318723834628,2.49141074573179,6.33800000000002
AIW-N,oracle_lambda_oracle_L,2000,2e-04,1000,0.001,31,162.883485172051,0.001,2,TRUE,interior,13527.0638327556,TRUE,9.43778504014992e-06,2e-04,5.81318723834628,2.49141074573179,6.33800000000002
AIW-N,selected_lambda_oracle_L,2000,2e-04,1000,0.001,31,162.883485172051,0.001,2,TRUE,interior,13527.0638327556,TRUE,9.43778504014992e-06,2e-04,5.81318723834628,2.49141074573179,6.33800000000002
collapsed-R,actual_selection,2000,2e-04,1000,0.001,31,141.280263997372,0.001,0,TRUE,interior,13523.1967628265,TRUE,9.43778504014992e-06,2e-04,5.81318723834628,2.49141074573179,1.10599999999999
collapsed-R,oracle_lambda,2000,2e-04,1000,0.001,31,141.280263997372,0.001,0,TRUE,interior,13523.1967628265,TRUE,9.43778504014992e-06,2e-04,5.81318723834628,2.49141074573179,1.10599999999999
AIW-N,actual_selection,2000,0.001,1000,0.001,31,442.337511943542,0.001,5,TRUE,interior,13331.0072122936,TRUE,9.43778504014992e-06,0.001,12.9986818308766,5.57096378732972,5.48400000000001
AIW-N,oracle_lambda_oracle_L,2000,0.001,1000,0.001,31,357.609642282314,0.001,2,TRUE,interior,13327.0352748174,TRUE,9.43778504014992e-06,0.001,12.9986818308766,5.57096378732972,5.48400000000001
AIW-N,selected_lambda_oracle_L,2000,0.001,1000,0.001,31,357.609642282314,0.001,2,TRUE,interior,13327.0352748174,TRUE,9.43778504014992e-06,0.001,12.9986818308766,5.57096378732972,5.48400000000001
collapsed-R,actual_selection,2000,0.001,1000,0.001,31,364.455538641008,0.001,2,TRUE,interior,13325.5772556655,TRUE,9.43778504014992e-06,0.001,12.9986818308766,5.57096378732972,2.08300000000003
collapsed-R,oracle_lambda,2000,0.001,1000,0.001,31,364.455538641008,0.001,2,TRUE,interior,13325.5772556655,TRUE,9.43778504014992e-06,0.001,12.9986818308766,5.57096378732972,2.08300000000003
AIW-N,actual_selection,2000,0.005,1000,0.001,31,974.799714316941,0.002,2,TRUE,interior,12742.9067783379,TRUE,9.43778504014992e-06,0.005,29.0659361917314,12.4570537286589,6.262
AIW-N,oracle_lambda_oracle_L,2000,0.005,1000,0.001,31,538.944457588666,0.001,2,TRUE,interior,12720.7532115847,TRUE,9.43778504014992e-06,0.005,29.0659361917314,12.4570537286589,6.262
AIW-N,selected_lambda_oracle_L,2000,0.005,1000,0.001,31,974.799714316941,0.002,2,TRUE,interior,12742.9067783379,TRUE,9.43778504014992e-06,0.005,29.0659361917314,12.4570537286589,6.262
collapsed-R,actual_selection,2000,0.005,1000,0.001,31,975.287929314392,0.002,2,TRUE,interior,12741.3181190162,TRUE,9.43778504014992e-06,0.005,29.0659361917314,12.4570537286589,3.00500000000002
collapsed-R,oracle_lambda,2000,0.005,1000,0.001,31,536.597482730463,0.001,2,TRUE,interior,12718.5376429759,TRUE,9.43778504014992e-06,0.005,29.0659361917314,12.4570537286589,3.00500000000002
