"true_lambda","true_eta0","r0_seed","replicate","seed","fit_type","selected_lambda","eta0_hat","log_eta0_error","log_lambda_error","eta0_boundary","lambda_boundary","lower_bound","elbo_gain_over_oracle","selected_L","coverage","power","all_causal_covered","mean_causal_pip","minimum_causal_pip","converged","iterations","fit_seconds","causal"
0.01,95,5,3,100104,"joint_lambda_eta0",0.01,77.2793928345728,-0.206449558422629,0,"interior","interior",2207.08476905906,0,1,1,0.5,FALSE,0.499606821940693,0.0167329885815894,TRUE,22,0.0830000000005384,"179, 428"
0.01,95,5,3,100104,"oracle_lambda",0.01,77.2793928345728,-0.206449558422629,0,"interior","interior",2207.08476905906,0,1,1,0.5,FALSE,0.499606821940693,0.0167329885815894,TRUE,22,0.0830000000005384,"179, 428"
0.01,95,5,4,100105,"joint_lambda_eta0",0.01,32.8456139624741,-1.0620586727082,0,"interior","interior",2097.76462368985,0,1,1,0.5,FALSE,0.506180259936003,0.0123802871933463,TRUE,53,0.256000000001222,"68, 427"
0.01,95,5,4,100105,"oracle_lambda",0.01,32.8456139624741,-1.0620586727082,0,"interior","interior",2097.76462368985,0,1,1,0.5,FALSE,0.506180259936003,0.0123802871933463,TRUE,53,0.256000000001222,"68, 427"
0.01,95,5,5,100106,"joint_lambda_eta0",0.015,101.687897252717,0.0680313999743225,0.405465108108164,"interior","interior",2129.86179835936,1.34762954363623,2,1,1,TRUE,0.590420919774247,0.288116958357576,TRUE,70,0.323999999998705,"342, 450"
0.01,95,5,5,100106,"oracle_lambda",0.01,74.3639124532952,-0.244906115105932,0,"interior","interior",2128.51416881573,0,2,1,1,TRUE,0.579991249946753,0.311105638245298,TRUE,146,0.738999999999578,"342, 450"
0.01,206,5,1,100107,"joint_lambda_eta0",0.01,202.526258534215,-0.0170066188757456,0,"interior","interior",2290.68502239462,0,2,1,1,TRUE,0.253918090047789,0.17099552784183,TRUE,22,0.0769999999993161,"32, 329"
0.01,206,5,1,100107,"oracle_lambda",0.01,202.526258534215,-0.0170066188757456,0,"interior","interior",2290.68502239462,0,2,1,1,TRUE,0.253918090047789,0.17099552784183,TRUE,22,0.0769999999993161,"32, 329"
0.01,206,5,2,100108,"joint_lambda_eta0",0.015,173.187203563156,-0.173503057820502,0.405465108108164,"interior","interior",2215.07202068126,1.93942884028138,1,1,0.5,FALSE,0.42325528935334,0.00595455507481479,TRUE,118,0.575000000000728,"130, 131"
0.01,206,5,2,100108,"oracle_lambda",0.01,98.6550482332036,-0.73624676446043,0,"interior","interior",2213.13259184098,0,1,1,0.5,FALSE,0.408690142196372,0.00840640948544713,TRUE,65,0.291999999999462,"130, 131"
0.01,206,5,3,100109,"joint_lambda_eta0",0.015,230.02975936028,0.110332520286597,0.405465108108164,"interior","interior",2229.34402489241,0.174532450568677,2,1,1,TRUE,0.764672104372637,0.739212061631082,TRUE,23,0.0759999999991123,"115, 205"
0.01,206,5,3,100109,"oracle_lambda",0.01,151.981440724051,-0.304117755897843,0,"interior","interior",2229.16949244184,0,2,1,1,TRUE,0.692493952675337,0.667705988056104,TRUE,31,0.110000000000582,"115, 205"
0.01,206,5,4,100110,"joint_lambda_eta0",0.015,137.484679033334,-0.404363683103324,0.405465108108164,"interior","interior",2183.55667429253,2.86554058478532,2,1,1,TRUE,0.82326895126891,0.646569809373967,TRUE,94,0.480999999999767,"201, 442"
0.01,206,5,4,100110,"oracle_lambda",0.01,71.7089428790487,-1.05526070261513,0,"interior","interior",2180.69113370775,0,1,1,0.5,FALSE,0.509030481907987,0.018190125092404,TRUE,26,0.0950000000011642,"201, 442"
0.01,206,5,5,100111,"joint_lambda_eta0",0.015,314.752470562565,0.423910353389423,0.405465108108164,"interior","interior",2288.42765723681,2.69420911659518,2,1,1,TRUE,0.658643254640258,0.377266542842489,TRUE,83,0.359000000000378,"122, 211"
0.01,206,5,5,100111,"oracle_lambda",0.01,192.71680848034,-0.0666543710168304,0,"interior","interior",2285.73344812022,0,2,1,1,TRUE,0.607044905022132,0.325078304435426,TRUE,93,0.461999999999534,"122, 211"
0.01,447,5,1,100112,"joint_lambda_eta0",0.01,291.697568278613,-0.426841054152382,0,"interior","interior",2316.54816901167,0,2,1,1,TRUE,0.826191657574226,0.652383317037879,TRUE,88,0.369999999998981,"230, 363"
0.01,447,5,1,100112,"oracle_lambda",0.01,291.697568278613,-0.426841054152382,0,"interior","interior",2316.54816901167,0,2,1,1,TRUE,0.826191657574226,0.652383317037879,TRUE,88,0.369999999998981,"230, 363"
0.01,447,5,2,100113,"joint_lambda_eta0",0.015,443.405694503147,-0.00807345470113496,0.405465108108164,"interior","interior",2324.99650667048,1.37223051483579,2,1,1,TRUE,0.872429686909114,0.773256782148677,TRUE,9,0.0299999999988358,"31, 277"
0.01,447,5,2,100113,"oracle_lambda",0.01,237.477614501368,-0.632485230312212,0,"interior","interior",2323.62427615565,0,2,1,1,TRUE,0.826483267732334,0.713857647760204,TRUE,77,0.329999999999927,"31, 277"
0.01,447,5,3,100114,"joint_lambda_eta0",0.01,269.530699601375,-0.505876297574487,0,"interior","interior",2317.38304844989,0,1,1,0.5,FALSE,0.512164373678918,0.341965739813276,TRUE,111,0.557000000000698,"325, 443"
0.01,447,5,3,100114,"oracle_lambda",0.01,269.530699601375,-0.505876297574487,0,"interior","interior",2317.38304844989,0,1,1,0.5,FALSE,0.512164373678918,0.341965739813276,TRUE,111,0.557000000000698,"325, 443"
0.01,447,5,4,100115,"joint_lambda_eta0",0.015,725.993868769411,0.484982974954368,0.405465108108164,"interior","interior",2329.16944374727,0.423563164131338,2,1,1,TRUE,0.706953283476982,0.414148867214659,TRUE,79,0.350000000000364,"59, 170"
0.01,447,5,4,100115,"oracle_lambda",0.01,364.329800481265,-0.20449909190989,0,"interior","interior",2328.74588058314,0,2,1,1,TRUE,0.677339327161084,0.357189583520591,TRUE,78,0.359000000000378,"59, 170"
0.01,447,5,5,100116,"joint_lambda_eta0",0.01,340.742484848743,-0.271431579016033,0,"interior","interior",2361.54487123442,0,2,1,1,TRUE,0.918306698174985,0.836770534298686,TRUE,69,0.337999999999738,"127, 464"
0.01,447,5,5,100116,"oracle_lambda",0.01,340.742484848743,-0.271431579016033,0,"interior","interior",2361.54487123442,0,2,1,1,TRUE,0.918306698174985,0.836770534298686,TRUE,69,0.337999999999738,"127, 464"
0.01,972,5,1,100117,"joint_lambda_eta0",0.01,1041.11600855058,0.0686926974754609,0,"interior","interior",2411.77238556306,0,2,1,1,TRUE,0.810408268875572,0.623658498277014,TRUE,14,0.047999999998865,"236, 258"
0.01,972,5,1,100117,"oracle_lambda",0.01,1041.11600855058,0.0686926974754609,0,"interior","interior",2411.77238556306,0,2,1,1,TRUE,0.810408268875572,0.623658498277014,TRUE,14,0.047999999998865,"236, 258"
0.01,972,5,2,100118,"joint_lambda_eta0",0.01,727.73625512779,-0.289417108817887,0,"interior","interior",2404.19345874846,0,2,1,1,TRUE,0.764527284010686,0.530312800831006,TRUE,77,0.373999999999796,"9, 227"
0.01,972,5,2,100118,"oracle_lambda",0.01,727.73625512779,-0.289417108817887,0,"interior","interior",2404.19345874846,0,2,1,1,TRUE,0.764527284010686,0.530312800831006,TRUE,77,0.373999999999796,"9, 227"
0.01,972,5,3,100119,"joint_lambda_eta0",0.015,1929.2046239822,0.685507280570712,0.405465108108164,"interior","interior",2370.32714010964,0.24491038271708,2,1,1,TRUE,0.983126623651589,0.966257701317915,TRUE,50,0.27100000000064,"12, 237"
0.01,972,5,3,100119,"oracle_lambda",0.01,629.381426679546,-0.434618329830935,0,"interior","interior",2370.08222972692,0,2,1,1,TRUE,0.968049470001185,0.936141004979175,TRUE,76,0.35399999999936,"12, 237"
0.01,972,5,4,100120,"joint_lambda_eta0",0.015,8803.85425212086,2.20358908331477,0.405465108108164,"interior","interior",2402.83930928475,1.26363028400056,2,1,1,TRUE,0.99863087430065,0.997261751838924,TRUE,60,0.685999999999694,"57, 352"
0.01,972,5,4,100120,"oracle_lambda",0.01,732.097775318667,-0.283441726579476,0,"interior","interior",2401.57567900075,0,2,1,1,TRUE,0.996119203465279,0.992238481653335,TRUE,73,0.325999999999112,"57, 352"
0.01,972,5,5,100121,"joint_lambda_eta0",0.008,778.268420824816,-0.222284325872017,-0.223143551314211,"interior","interior",2412.49861809729,1.03558727121208,2,1,1,TRUE,0.943012753381177,0.893255713622108,TRUE,78,0.34099999999853,"175, 198"
0.01,972,5,5,100121,"oracle_lambda",0.01,1260.53896698917,0.259938855604164,0,"interior","interior",2411.46303082608,0,2,1,1,TRUE,0.960287707641228,0.923541050592455,TRUE,64,0.299000000000888,"175, 198"
0.01,2115,5,1,100122,"joint_lambda_eta0",0.01,2882.79806684334,0.309706560986687,0,"interior","interior",2446.15043641135,0,2,1,1,TRUE,0.630995969009627,0.262749602875134,TRUE,73,0.727000000000771,"390, 402"
0.01,2115,5,1,100122,"oracle_lambda",0.01,2882.79806684334,0.309706560986687,0,"interior","interior",2446.15043641135,0,2,1,1,TRUE,0.630995969009627,0.262749602875134,TRUE,73,0.727000000000771,"390, 402"
0.01,2115,5,2,100123,"joint_lambda_eta0",0.01,2389.24236873568,0.121921502660886,0,"interior","interior",2441.31351249458,0,2,1,1,TRUE,0.869793627855329,0.73982939332138,TRUE,68,0.663000000000466,"203, 382"
0.01,2115,5,2,100123,"oracle_lambda",0.01,2389.24236873568,0.121921502660886,0,"interior","interior",2441.31351249458,0,2,1,1,TRUE,0.869793627855329,0.73982939332138,TRUE,68,0.663000000000466,"203, 382"
0.01,2115,5,3,100124,"joint_lambda_eta0",0.01,20000,2.24667746105575,0,"upper","interior",2457.94302580195,0,2,1,1,TRUE,0.992740298174153,0.985480596348306,TRUE,77,1.67900000000009,"24, 200"
0.01,2115,5,3,100124,"oracle_lambda",0.01,20000,2.24667746105575,0,"upper","interior",2457.94302580195,0,2,1,1,TRUE,0.992740298174153,0.985480596348306,TRUE,77,1.67900000000009,"24, 200"
0.01,2115,5,4,100125,"joint_lambda_eta0",0.015,20000,2.24667746105575,0.405465108108164,"upper","interior",2415.65850396245,0.0390281024237993,2,1,1,TRUE,0.999916568664561,0.999833137329121,TRUE,78,1.79299999999967,"327, 344"
0.01,2115,5,4,100125,"oracle_lambda",0.01,1020.69118779107,-0.728574779603769,0,"interior","interior",2415.61947586002,0,2,1,1,TRUE,0.999641294776878,0.999282589553756,TRUE,79,0.345999999999549,"327, 344"
0.01,2115,5,5,100126,"joint_lambda_eta0",0.01,1275.64723408647,-0.505601128113071,0,"interior","interior",2422.34845094765,0,2,1,1,TRUE,0.635275810868987,0.272793550261574,TRUE,79,0.351999999998952,"50, 190"
0.01,2115,5,5,100126,"oracle_lambda",0.01,1275.64723408647,-0.505601128113071,0,"interior","interior",2422.34845094765,0,2,1,1,TRUE,0.635275810868987,0.272793550261574,TRUE,79,0.351999999998952,"50, 190"
0.01,4599,5,1,100127,"joint_lambda_eta0",0.01,2529.48997335046,-0.59782119770175,0,"interior","interior",2438.5592347224,0,2,1,1,TRUE,0.565807494397389,0.13239762431814,TRUE,79,0.719999999999345,"330, 485"
0.01,4599,5,1,100127,"oracle_lambda",0.01,2529.48997335046,-0.59782119770175,0,"interior","interior",2438.5592347224,0,2,1,1,TRUE,0.565807494397389,0.13239762431814,TRUE,79,0.719999999999345,"330, 485"
0.01,4599,5,2,100128,"joint_lambda_eta0",0.01,9039.97630311116,0.675817664505601,0,"interior","interior",2456.7514295199,0,1,1,0.5,FALSE,0.688281069813253,0.380981237586804,TRUE,78,0.959000000000742,"152, 402"
0.01,4599,5,2,100128,"oracle_lambda",0.01,9039.97630311116,0.675817664505601,0,"interior","interior",2456.7514295199,0,1,1,0.5,FALSE,0.688281069813253,0.380981237586804,TRUE,78,0.959000000000742,"152, 402"
0.01,4599,5,3,100129,"joint_lambda_eta0",0.01,1639.24883157999,-1.03160078117364,0,"interior","interior",2434.36884350641,0,2,1,1,TRUE,0.88867186020255,0.794282420199496,TRUE,14,0.0490000000008877,"278, 485"
0.01,4599,5,3,100129,"oracle_lambda",0.01,1639.24883157999,-1.03160078117364,0,"interior","interior",2434.36884350641,0,2,1,1,TRUE,0.88867186020255,0.794282420199496,TRUE,14,0.0490000000008877,"278, 485"
0.01,4599,5,4,100130,"joint_lambda_eta0",0.015,20000,1.4698933849962,0.405465108108164,"upper","interior",2439.95815124557,0.62868898644183,2,1,1,TRUE,0.475325739111523,0.219126390080054,TRUE,76,1.79299999999967,"5, 482"
0.01,4599,5,4,100130,"oracle_lambda",0.01,2087.53873385807,-0.789853155845466,0,"interior","interior",2439.32946225913,0,2,1,1,TRUE,0.46736003930301,0.217942279119541,TRUE,76,0.729000000001179,"5, 482"
0.01,4599,5,5,100131,"joint_lambda_eta0",0.01,14075.5918824317,1.11860333662158,0,"interior","interior",2454.96020759288,0,2,1,1,TRUE,0.650099433159641,0.300198866319282,TRUE,88,1.15000000000146,"83, 463"
0.01,4599,5,5,100131,"oracle_lambda",0.01,14075.5918824317,1.11860333662158,0,"interior","interior",2454.96020759288,0,2,1,1,TRUE,0.650099433159641,0.300198866319282,TRUE,88,1.15000000000146,"83, 463"
0.01,10000,5,1,100132,"joint_lambda_eta0",0.01,20000,0.693147180559944,0,"upper","interior",2467.3338928872,0,1,1,0.5,FALSE,0.886044784600751,0.772089592010824,TRUE,13,0.244000000000597,"19, 242"
0.01,10000,5,1,100132,"oracle_lambda",0.01,20000,0.693147180559944,0,"upper","interior",2467.3338928872,0,1,1,0.5,FALSE,0.886044784600751,0.772089592010824,TRUE,13,0.244000000000597,"19, 242"
0.01,10000,5,2,100133,"joint_lambda_eta0",0.01,1183.23189909488,-2.13433550092367,0,"interior","interior",2415.29321566794,0,2,1,1,TRUE,0.829204131400578,0.658408262801157,TRUE,100,0.515999999999622,"390, 393"
0.01,10000,5,2,100133,"oracle_lambda",0.01,1183.23189909488,-2.13433550092367,0,"interior","interior",2415.29321566794,0,2,1,1,TRUE,0.829204131400578,0.658408262801157,TRUE,100,0.515999999999622,"390, 393"
0.01,10000,5,3,100134,"joint_lambda_eta0",0.008,20000,0.693147180559944,-0.223143551314211,"upper","interior",2494.12035412008,1.79417077266999,2,1,1,TRUE,0.645870818035217,0.291741637120858,TRUE,67,1.5,"220, 284"
0.01,10000,5,3,100134,"oracle_lambda",0.01,20000,0.693147180559944,0,"upper","interior",2492.32618334741,0,2,1,1,TRUE,0.646087684809071,0.292175370687231,TRUE,67,1.60199999999895,"220, 284"
0.01,10000,5,4,100135,"joint_lambda_eta0",0.01,20000,0.693147180559944,0,"upper","interior",2471.96782930498,0,1,1,0.5,FALSE,0.743516755238132,0.48703351058473,TRUE,63,1.45299999999952,"130, 246"
0.01,10000,5,4,100135,"oracle_lambda",0.01,20000,0.693147180559944,0,"upper","interior",2471.96782930498,0,1,1,0.5,FALSE,0.743516755238132,0.48703351058473,TRUE,63,1.45299999999952,"130, 246"
0.01,10000,5,5,100136,"joint_lambda_eta0",0.01,4109.95508782714,-0.889172992081585,0,"interior","interior",2445.97970091678,0,2,1,1,TRUE,0.85906518420817,0.718130368416341,TRUE,74,0.860000000000582,"23, 376"
0.01,10000,5,5,100136,"oracle_lambda",0.01,4109.95508782714,-0.889172992081585,0,"interior","interior",2445.97970091678,0,2,1,1,TRUE,0.85906518420817,0.718130368416341,TRUE,74,0.860000000000582,"23, 376"
