calibration_group,method,estimation_stage,J,h2,true_eta0,true_lambda,panel_seed,raw_eta0,selected_lambda,selected_L,eta0_finite,eta0_boundary,objective,converged,causal_correlation,achieved_h2,expected_z_1,expected_z_2,fit_seconds,log_true_centered,log_hat_centered,log_J_centered,log_h2_centered,finite_for_calibration,fold
2000:32,AIW-N,actual_selection,2000,0.001,20,0.001,32,8.29400830828855,0.006,1,TRUE,interior,9981.57275605443,TRUE,-1.96015264285234e-05,0.001,12.998690617019,-5.57107540079366,6.384,-3.91202300542815,-4.79222191543569,0.693147180559945,0,TRUE,4
2000:32,AIW-N,oracle_lambda_oracle_L,2000,0.001,20,0.001,32,4.36333566291663,0.001,2,TRUE,interior,9778.78703521816,TRUE,-1.96015264285234e-05,0.001,12.998690617019,-5.57107540079366,6.384,-3.91202300542815,-5.43451845382867,0.693147180559945,0,TRUE,4
2000:32,AIW-N,selected_lambda_oracle_L,2000,0.001,20,0.001,32,13.8305076568653,0.006,2,TRUE,interior,9975.30615605128,TRUE,-1.96015264285234e-05,0.001,12.998690617019,-5.57107540079366,6.384,-3.91202300542815,-4.28087842704746,0.693147180559945,0,TRUE,4
2000:32,collapsed-R,actual_selection,2000,0.001,20,0.001,32,2.74959948743302,0.006,0,TRUE,interior,9979.0622761172,TRUE,-1.96015264285234e-05,0.001,12.998690617019,-5.57107540079366,1.09599999999999,-3.91202300542815,-5.89630001884378,0.693147180559945,0,TRUE,4
2000:32,collapsed-R,oracle_lambda,2000,0.001,20,0.001,32,1,0.001,0,TRUE,interior,9784.26921353049,TRUE,-1.96015264285234e-05,0.001,12.998690617019,-5.57107540079366,1.09599999999999,-3.91202300542815,-6.90775527898214,0.693147180559945,0,TRUE,4
2000:32,AIW-N,actual_selection,2000,0.005,20,0.001,32,8.49296842884729,0.006,1,TRUE,interior,8366.13131958945,TRUE,-1.96015264285234e-05,0.005,29.0659558381432,-12.4573033039515,6.486,-3.91202300542815,-4.76851670150575,0.693147180559945,1.6094379124341,TRUE,4
2000:32,AIW-N,oracle_lambda_oracle_L,2000,0.005,20,0.001,32,4.37407177830391,0.001,2,TRUE,interior,8157.21922121232,TRUE,-1.96015264285234e-05,0.005,29.0659558381432,-12.4573033039515,6.486,-3.91202300542815,-5.43206094664183,0.693147180559945,1.6094379124341,TRUE,4
2000:32,AIW-N,selected_lambda_oracle_L,2000,0.005,20,0.001,32,13.5363185975712,0.006,2,TRUE,interior,8359.62844886069,TRUE,-1.96015264285234e-05,0.005,29.0659558381432,-12.4573033039515,6.486,-3.91202300542815,-4.30237893934065,0.693147180559945,1.6094379124341,TRUE,4
2000:32,collapsed-R,actual_selection,2000,0.005,20,0.001,32,1.33363227646449,0.006,0,TRUE,interior,8362.46847210755,TRUE,-1.96015264285234e-05,0.005,29.0659558381432,-12.4573033039515,1.11599999999999,-3.91202300542815,-6.6198490243127,0.693147180559945,1.6094379124341,TRUE,4
2000:32,collapsed-R,oracle_lambda,2000,0.005,20,0.001,32,1,0.001,0,TRUE,interior,8161.775216314,TRUE,-1.96015264285234e-05,0.005,29.0659558381432,-12.4573033039515,1.11599999999999,-3.91202300542815,-6.90775527898214,0.693147180559945,1.6094379124341,TRUE,4
2000:32,AIW-N,actual_selection,2000,2e-04,50,0.001,32,15.0862440813101,0.004,1,TRUE,interior,12079.2470738649,TRUE,-7.48733123977338e-06,2e-04,5.81318648431039,-2.49140116683759,13.052,-2.99573227355399,-4.19397193835571,0.693147180559945,-1.6094379124341,TRUE,4
2000:32,AIW-N,oracle_lambda_oracle_L,2000,2e-04,50,0.001,32,10.226535590331,0.001,2,TRUE,interior,11984.2855359903,TRUE,-7.48733123977338e-06,2e-04,5.81318648431039,-2.49140116683759,13.052,-2.99573227355399,-4.58276940834568,0.693147180559945,-1.6094379124341,TRUE,4
2000:32,AIW-N,selected_lambda_oracle_L,2000,2e-04,50,0.001,32,28.8391328271973,0.004,2,TRUE,interior,12076.2248635788,TRUE,-7.48733123977338e-06,2e-04,5.81318648431039,-2.49140116683759,13.052,-2.99573227355399,-3.54602203542254,0.693147180559945,-1.6094379124341,TRUE,4
2000:32,collapsed-R,actual_selection,2000,2e-04,50,0.001,32,14.9274780773343,0.004,0,TRUE,interior,12076.0131985873,TRUE,-7.48733123977338e-06,2e-04,5.81318648431039,-2.49140116683759,1.00899999999999,-2.99573227355399,-4.20455159815353,0.693147180559945,-1.6094379124341,TRUE,4
2000:32,collapsed-R,oracle_lambda,2000,2e-04,50,0.001,32,2.80118845909162,0.001,0,TRUE,interior,11985.9828922302,TRUE,-7.48733123977338e-06,2e-04,5.81318648431039,-2.49140116683759,1.00899999999999,-2.99573227355399,-5.87771150217868,0.693147180559945,-1.6094379124341,TRUE,4
2000:32,AIW-N,actual_selection,2000,0.001,50,0.001,32,23.2493316518461,0.004,1,TRUE,interior,11093.8454065685,TRUE,-7.48733123977338e-06,0.001,12.998680144801,-5.57094236827116,6.27,-2.99573227355399,-3.76147889351911,0.693147180559945,0,TRUE,4
2000:32,AIW-N,oracle_lambda_oracle_L,2000,0.001,50,0.001,32,14.502360329588,0.001,2,TRUE,interior,10973.8005677034,TRUE,-7.48733123977338e-06,0.001,12.998680144801,-5.57094236827116,6.27,-2.99573227355399,-4.23344386145216,0.693147180559945,0,TRUE,4
2000:32,AIW-N,selected_lambda_oracle_L,2000,0.001,50,0.001,32,35.2319796218396,0.004,2,TRUE,interior,11089.6627022178,TRUE,-7.48733123977338e-06,0.001,12.998680144801,-5.57094236827116,6.27,-2.99573227355399,-3.34580109684123,0.693147180559945,0,TRUE,4
2000:32,collapsed-R,actual_selection,2000,0.001,50,0.001,32,14.8141705398419,0.004,0,TRUE,interior,11088.8992781102,TRUE,-7.48733123977338e-06,0.001,12.998680144801,-5.57094236827116,1.109,-2.99573227355399,-4.21217108738481,0.693147180559945,0,TRUE,4
2000:32,collapsed-R,oracle_lambda,2000,0.001,50,0.001,32,2.87216732125656,0.001,0,TRUE,interior,10977.2401860175,TRUE,-7.48733123977338e-06,0.001,12.998680144801,-5.57094236827116,1.109,-2.99573227355399,-5.85268837000273,0.693147180559945,0,TRUE,4
2000:32,AIW-N,actual_selection,2000,0.005,50,0.001,32,28.1800979858561,0.004,1,TRUE,interior,9741.86490488186,TRUE,-7.48733123977338e-06,0.005,29.0659324215519,-12.457005834188,7.831,-2.99573227355399,-3.56913929537584,0.693147180559945,1.6094379124341,TRUE,4
2000:32,AIW-N,oracle_lambda_oracle_L,2000,0.005,50,0.001,32,17.0355534054008,0.001,2,TRUE,interior,9607.47012521453,TRUE,-7.48733123977338e-06,0.005,29.0659324215519,-12.457005834188,7.831,-2.99573227355399,-4.07245274202172,0.693147180559945,1.6094379124341,TRUE,4
2000:32,AIW-N,selected_lambda_oracle_L,2000,0.005,50,0.001,32,39.5572271611681,0.004,2,TRUE,interior,9737.89959560881,TRUE,-7.48733123977338e-06,0.005,29.0659324215519,-12.457005834188,7.831,-2.99573227355399,-3.23000686666679,0.693147180559945,1.6094379124341,TRUE,4
2000:32,collapsed-R,actual_selection,2000,0.005,50,0.001,32,4.20182411687623,0.004,0,TRUE,interior,9731.18249899407,TRUE,-7.48733123977338e-06,0.005,29.0659324215519,-12.457005834188,1.096,-2.99573227355399,-5.47223653443768,0.693147180559945,1.6094379124341,TRUE,4
2000:32,collapsed-R,oracle_lambda,2000,0.005,50,0.001,32,1.47874842788485,0.001,0,TRUE,interior,9608.92554960392,TRUE,-7.48733123977338e-06,0.005,29.0659324215519,-12.457005834188,1.096,-2.99573227355399,-6.51655920581013,0.693147180559945,1.6094379124341,TRUE,4
2000:32,AIW-N,actual_selection,2000,2e-04,100,0.001,32,82.4903159063732,0.002,3,TRUE,interior,12958.4683372592,TRUE,2.20862508683005e-05,2e-04,5.81319212822579,2.4914728634473,5.688,-2.30258509299405,-2.49507437548447,0.693147180559945,-1.6094379124341,TRUE,4
2000:32,AIW-N,oracle_lambda_oracle_L,2000,2e-04,100,0.001,32,34.8239402036024,0.001,2,TRUE,interior,12907.729168662,TRUE,2.20862508683005e-05,2e-04,5.81319212822579,2.4914728634473,5.688,-2.30258509299405,-3.35745019183669,0.693147180559945,-1.6094379124341,TRUE,4
2000:32,AIW-N,selected_lambda_oracle_L,2000,2e-04,100,0.001,32,72.930270034351,0.002,2,TRUE,interior,12957.3466103255,TRUE,2.20862508683005e-05,2e-04,5.81319212822579,2.4914728634473,5.688,-2.30258509299405,-2.61825149934166,0.693147180559945,-1.6094379124341,TRUE,4
2000:32,collapsed-R,actual_selection,2000,2e-04,100,0.001,32,58.8724155072579,0.002,1,TRUE,interior,12952.7913601333,TRUE,2.20862508683005e-05,2e-04,5.81319212822579,2.4914728634473,1.01499999999999,-2.30258509299405,-2.832382625575,0.693147180559945,-1.6094379124341,TRUE,4
2000:32,collapsed-R,oracle_lambda,2000,2e-04,100,0.001,32,24.4177374866181,0.001,0,TRUE,interior,12903.4462953087,TRUE,2.20862508683005e-05,2e-04,5.81319212822579,2.4914728634473,1.01499999999999,-2.30258509299405,-3.7124454646075,0.693147180559945,-1.6094379124341,TRUE,4
2000:32,AIW-N,actual_selection,2000,0.001,100,0.001,32,52.6407000953496,0.002,1,TRUE,interior,12005.1239584619,TRUE,2.20862508683005e-05,0.001,12.9986927649795,5.57110268676422,6.325,-2.30258509299405,-2.94426569236982,0.693147180559945,0,TRUE,4
2000:32,AIW-N,oracle_lambda_oracle_L,2000,0.001,100,0.001,32,40.418117795644,0.001,2,TRUE,interior,11943.2206706398,TRUE,2.20862508683005e-05,0.001,12.9986927649795,5.57110268676422,6.325,-2.30258509299405,-3.20847713425508,0.693147180559945,0,TRUE,4
2000:32,AIW-N,selected_lambda_oracle_L,2000,0.001,100,0.001,32,65.136189531113,0.002,2,TRUE,interior,12001.2733687161,TRUE,2.20862508683005e-05,0.001,12.9986927649795,5.57110268676422,6.325,-2.30258509299405,-2.73127497745062,0.693147180559945,0,TRUE,4
2000:32,collapsed-R,actual_selection,2000,0.001,100,0.001,32,42.2908874624512,0.002,1,TRUE,interior,11998.6677586949,TRUE,2.20862508683005e-05,0.001,12.9986927649795,5.57110268676422,1.48500000000001,-2.30258509299405,-3.1631836425571,0.693147180559945,0,TRUE,4
2000:32,collapsed-R,oracle_lambda,2000,0.001,100,0.001,32,20.9842074801697,0.001,1,TRUE,interior,11940.842395992,TRUE,2.20862508683005e-05,0.001,12.9986927649795,5.57110268676422,1.48500000000001,-2.30258509299405,-3.863985148925,0.693147180559945,0,TRUE,4
2000:32,AIW-N,actual_selection,2000,0.005,100,0.001,32,52.5127542232374,0.002,1,TRUE,interior,10633.1192530014,TRUE,2.20862508683005e-05,0.005,29.065960641129,12.4573643172365,6.539,-2.30258509299405,-2.94669920130364,0.693147180559945,1.6094379124341,TRUE,4
2000:32,AIW-N,oracle_lambda_oracle_L,2000,0.005,100,0.001,32,41.962032042025,0.001,2,TRUE,interior,10570.7084570814,TRUE,2.20862508683005e-05,0.005,29.065960641129,12.4573643172365,6.539,-2.30258509299405,-3.17099006855169,0.693147180559945,1.6094379124341,TRUE,4
2000:32,AIW-N,selected_lambda_oracle_L,2000,0.005,100,0.001,32,63.1719647751259,0.002,2,TRUE,interior,10630.0776941452,TRUE,2.20862508683005e-05,0.005,29.065960641129,12.4573643172365,6.539,-2.30258509299405,-2.76189467157713,0.693147180559945,1.6094379124341,TRUE,4
2000:32,collapsed-R,actual_selection,2000,0.005,100,0.001,32,9.27069437207909,0.002,0,TRUE,interior,10613.1359977443,TRUE,2.20862508683005e-05,0.005,29.065960641129,12.4573643172365,2.658,-2.30258509299405,-4.68089699691524,0.693147180559945,1.6094379124341,TRUE,4
2000:32,collapsed-R,oracle_lambda,2000,0.005,100,0.001,32,4.87933224789578,0.001,0,TRUE,interior,10561.2657871302,TRUE,2.20862508683005e-05,0.005,29.065960641129,12.4573643172365,2.658,-2.30258509299405,-5.32274690292736,0.693147180559945,1.6094379124341,TRUE,4
2000:32,AIW-N,actual_selection,2000,2e-04,200,0.001,32,428.704032990568,0.002,5,TRUE,interior,13311.9333758548,TRUE,-4.41431653424896e-06,2e-04,5.81318529630166,-2.49138607489779,6.474,-1.6094379124341,-0.846988497933377,0.693147180559945,-1.6094379124341,TRUE,4
2000:32,AIW-N,oracle_lambda_oracle_L,2000,2e-04,200,0.001,32,82.9788187558238,0.001,2,TRUE,interior,13271.4648804202,TRUE,-4.41431653424896e-06,2e-04,5.81318529630166,-2.49138607489779,6.474,-1.6094379124341,-2.48916989946647,0.693147180559945,-1.6094379124341,TRUE,4
2000:32,AIW-N,selected_lambda_oracle_L,2000,2e-04,200,0.001,32,282.344244344502,0.002,2,TRUE,interior,13304.2685567483,TRUE,-4.41431653424896e-06,2e-04,5.81318529630166,-2.49138607489779,6.474,-1.6094379124341,-1.26462822789663,0.693147180559945,-1.6094379124341,TRUE,4
2000:32,collapsed-R,actual_selection,2000,2e-04,200,0.001,32,252.641103913169,0.002,1,TRUE,interior,13299.2858655227,TRUE,-4.41431653424896e-06,2e-04,5.81318529630166,-2.49138607489779,1.06800000000003,-1.6094379124341,-1.37578535897371,0.693147180559945,-1.6094379124341,TRUE,4
2000:32,collapsed-R,oracle_lambda,2000,2e-04,200,0.001,32,63.2510705524775,0.001,1,TRUE,interior,13266.6820791671,TRUE,-4.41431653424896e-06,2e-04,5.81318529630166,-2.49138607489779,1.06800000000003,-1.6094379124341,-2.76064322578688,0.693147180559945,-1.6094379124341,TRUE,4
2000:32,AIW-N,actual_selection,2000,0.001,200,0.001,32,224.730456339502,0.002,5,TRUE,interior,12638.9198265493,TRUE,-4.41431653424896e-06,0.001,12.9986774883328,-5.57090862166784,7.166,-1.6094379124341,-1.492853566744,0.693147180559945,0,TRUE,4
2000:32,AIW-N,oracle_lambda_oracle_L,2000,0.001,200,0.001,32,100.650929875392,0.001,2,TRUE,interior,12589.7613625812,TRUE,-4.41431653424896e-06,0.001,12.9986774883328,-5.57090862166784,7.166,-1.6094379124341,-2.29609688823666,0.693147180559945,0,TRUE,4
2000:32,AIW-N,selected_lambda_oracle_L,2000,0.001,200,0.001,32,180.994950021379,0.002,2,TRUE,interior,12638.0368468844,TRUE,-4.41431653424896e-06,0.001,12.9986774883328,-5.57090862166784,7.166,-1.6094379124341,-1.70928614853991,0.693147180559945,0,TRUE,4
2000:32,collapsed-R,actual_selection,2000,0.001,200,0.001,32,141.104068860283,0.002,1,TRUE,interior,12634.6109949642,TRUE,-4.41431653424896e-06,0.001,12.9986774883328,-5.57090862166784,1.741,-1.6094379124341,-1.95825758382558,0.693147180559945,0,TRUE,4
2000:32,collapsed-R,oracle_lambda,2000,0.001,200,0.001,32,70.2805454182843,0.001,1,TRUE,interior,12586.7542659598,TRUE,-4.41431653424896e-06,0.001,12.9986774883328,-5.57090862166784,1.741,-1.6094379124341,-2.65526025504617,0.693147180559945,0,TRUE,4
2000:32,AIW-N,actual_selection,2000,0.005,200,0.001,32,165.506525905069,0.002,2,TRUE,interior,11465.1156523506,TRUE,-4.41431653424896e-06,0.005,29.0659264815083,-12.456930374489,7.432,-1.6094379124341,-1.79874465349185,0.693147180559945,1.6094379124341,TRUE,4
2000:32,AIW-N,oracle_lambda_oracle_L,2000,0.005,200,0.001,32,106.995687227195,0.001,2,TRUE,interior,11406.8224747874,TRUE,-4.41431653424896e-06,0.005,29.0659264815083,-12.456930374489,7.432,-1.6094379124341,-2.23496675162045,0.693147180559945,1.6094379124341,TRUE,4
2000:32,AIW-N,selected_lambda_oracle_L,2000,0.005,200,0.001,32,165.506525905069,0.002,2,TRUE,interior,11465.1156523506,TRUE,-4.41431653424896e-06,0.005,29.0659264815083,-12.456930374489,7.432,-1.6094379124341,-1.79874465349185,0.693147180559945,1.6094379124341,TRUE,4
2000:32,collapsed-R,actual_selection,2000,0.005,200,0.001,32,116.574171993525,0.002,1,TRUE,interior,11452.7579132466,TRUE,-4.41431653424896e-06,0.005,29.0659264815083,-12.456930374489,4.22400000000003,-1.6094379124341,-2.14922753909209,0.693147180559945,1.6094379124341,TRUE,4
2000:32,collapsed-R,oracle_lambda,2000,0.005,200,0.001,32,21.7298364303691,0.001,0,TRUE,interior,11376.8792884217,TRUE,-4.41431653424896e-06,0.005,29.0659264815083,-12.456930374489,4.22400000000003,-1.6094379124341,-3.82906901210664,0.693147180559945,1.6094379124341,TRUE,4
2000:32,AIW-N,actual_selection,2000,2e-04,500,0.001,32,260.245779531492,0.001,5,TRUE,interior,13623.5105058715,TRUE,2.08860412563428e-05,2e-04,5.81319166422309,2.49146696913572,6.494,-0.693147180559945,-1.34612878859649,0.693147180559945,-1.6094379124341,TRUE,4
2000:32,AIW-N,oracle_lambda_oracle_L,2000,2e-04,500,0.001,32,168.089853524276,0.001,2,TRUE,interior,13619.7628177408,TRUE,2.08860412563428e-05,2e-04,5.81319166422309,2.49146696913572,6.494,-0.693147180559945,-1.7832566001497,0.693147180559945,-1.6094379124341,TRUE,4
2000:32,AIW-N,selected_lambda_oracle_L,2000,2e-04,500,0.001,32,168.089853524276,0.001,2,TRUE,interior,13619.7628177408,TRUE,2.08860412563428e-05,2e-04,5.81319166422309,2.49146696913572,6.494,-0.693147180559945,-1.7832566001497,0.693147180559945,-1.6094379124341,TRUE,4
2000:32,collapsed-R,actual_selection,2000,2e-04,500,0.001,32,154.297143070872,0.001,1,TRUE,interior,13615.0396288025,TRUE,2.08860412563428e-05,2e-04,5.81319166422309,2.49146696913572,0.892000000000024,-0.693147180559945,-1.86887503520328,0.693147180559945,-1.6094379124341,TRUE,4
2000:32,collapsed-R,oracle_lambda,2000,2e-04,500,0.001,32,154.297143070872,0.001,1,TRUE,interior,13615.0396288025,TRUE,2.08860412563428e-05,2e-04,5.81319166422309,2.49146696913572,0.892000000000024,-0.693147180559945,-1.86887503520328,0.693147180559945,-1.6094379124341,TRUE,4
2000:32,AIW-N,actual_selection,2000,0.001,500,0.001,32,800.972987988333,0.002,5,TRUE,interior,13226.2827978279,TRUE,2.08860412563428e-05,0.001,12.998691727438,5.57108950668285,5.68000000000001,-0.693147180559945,-0.221928055343414,0.693147180559945,0,TRUE,4
2000:32,AIW-N,oracle_lambda_oracle_L,2000,0.001,500,0.001,32,236.181632514965,0.001,2,TRUE,interior,13210.9487118683,TRUE,2.08860412563428e-05,0.001,12.998691727438,5.57108950668285,5.68000000000001,-0.693147180559945,-1.44315414066859,0.693147180559945,0,TRUE,4
2000:32,AIW-N,selected_lambda_oracle_L,2000,0.001,500,0.001,32,620.47572654055,0.002,2,TRUE,interior,13217.0930711673,TRUE,2.08860412563428e-05,0.001,12.998691727438,5.57108950668285,5.68000000000001,-0.693147180559945,-0.477268794295963,0.693147180559945,0,TRUE,4
2000:32,collapsed-R,actual_selection,2000,0.001,500,0.001,32,639.289995042819,0.002,2,TRUE,interior,13215.8279245085,TRUE,2.08860412563428e-05,0.001,12.998691727438,5.57108950668285,2.36399999999998,-0.693147180559945,-0.447397101194549,0.693147180559945,0,TRUE,4
2000:32,collapsed-R,oracle_lambda,2000,0.001,500,0.001,32,175.165544801828,0.001,1,TRUE,interior,13204.3108592078,TRUE,2.08860412563428e-05,0.001,12.998691727438,5.57108950668285,2.36399999999998,-0.693147180559945,-1.74202378191039,0.693147180559945,0,TRUE,4
2000:32,AIW-N,actual_selection,2000,0.005,500,0.001,32,400.764902136777,0.002,2,TRUE,interior,12234.0483421974,TRUE,2.08860412563428e-05,0.005,29.0659583211155,12.4573348456786,6.315,-0.693147180559945,-0.914380302564936,0.693147180559945,1.6094379124341,TRUE,4
2000:32,AIW-N,oracle_lambda_oracle_L,2000,0.005,500,0.001,32,247.266016008332,0.001,2,TRUE,interior,12196.1206012663,TRUE,2.08860412563428e-05,0.005,29.0659583211155,12.4573348456786,6.315,-0.693147180559945,-1.39729053400157,0.693147180559945,1.6094379124341,TRUE,4
2000:32,AIW-N,selected_lambda_oracle_L,2000,0.005,500,0.001,32,400.764902136777,0.002,2,TRUE,interior,12234.0483421974,TRUE,2.08860412563428e-05,0.005,29.0659583211155,12.4573348456786,6.315,-0.693147180559945,-0.914380302564936,0.693147180559945,1.6094379124341,TRUE,4
2000:32,collapsed-R,actual_selection,2000,0.005,500,0.001,32,292.675593357201,0.002,1,TRUE,interior,12209.3845563072,TRUE,2.08860412563428e-05,0.005,29.0659583211155,12.4573348456786,3.55199999999999,-0.693147180559945,-1.22869047325978,0.693147180559945,1.6094379124341,TRUE,4
2000:32,collapsed-R,oracle_lambda,2000,0.005,500,0.001,32,174.30528792537,0.001,1,TRUE,interior,12178.1246112539,TRUE,2.08860412563428e-05,0.005,29.0659583211155,12.4573348456786,3.55199999999999,-0.693147180559945,-1.74694698884768,0.693147180559945,1.6094379124341,TRUE,4
2000:32,AIW-N,actual_selection,2000,2e-04,1000,0.001,32,517.510759024754,0.001,5,TRUE,interior,13658.1850939715,TRUE,-9.15988602071692e-06,2e-04,5.81318713091177,-2.49140938093974,5.52700000000002,0,-0.658724963672732,0.693147180559945,-1.6094379124341,TRUE,4
2000:32,AIW-N,oracle_lambda_oracle_L,2000,2e-04,1000,0.001,32,312.874898359276,0.001,2,TRUE,interior,13650.2056862842,TRUE,-9.15988602071692e-06,2e-04,5.81318713091177,-2.49140938093974,5.52700000000002,0,-1.16195185409074,0.693147180559945,-1.6094379124341,TRUE,4
2000:32,AIW-N,selected_lambda_oracle_L,2000,2e-04,1000,0.001,32,312.874898359276,0.001,2,TRUE,interior,13650.2056862842,TRUE,-9.15988602071692e-06,2e-04,5.81318713091177,-2.49140938093974,5.52700000000002,0,-1.16195185409074,0.693147180559945,-1.6094379124341,TRUE,4
2000:32,collapsed-R,actual_selection,2000,2e-04,1000,0.001,32,278.012436814979,0.001,1,TRUE,interior,13647.4924668357,TRUE,-9.15988602071692e-06,2e-04,5.81318713091177,-2.49140938093974,0.788999999999959,0,-1.28008942954763,0.693147180559945,-1.6094379124341,TRUE,4
2000:32,collapsed-R,oracle_lambda,2000,2e-04,1000,0.001,32,278.012436814979,0.001,1,TRUE,interior,13647.4924668357,TRUE,-9.15988602071692e-06,2e-04,5.81318713091177,-2.49140938093974,0.788999999999959,0,-1.28008942954763,0.693147180559945,-1.6094379124341,TRUE,4
2000:32,AIW-N,actual_selection,2000,0.001,1000,0.001,32,570.062039146814,0.001,5,TRUE,interior,13450.6973526866,TRUE,-9.15988602071692e-06,0.001,12.9986815906457,-5.57096073556193,4.941,0,-0.562010083467805,0.693147180559945,0,TRUE,4
2000:32,AIW-N,oracle_lambda_oracle_L,2000,0.001,1000,0.001,32,449.835681405613,0.001,2,TRUE,interior,13446.6860055755,TRUE,-9.15988602071692e-06,0.001,12.9986815906457,-5.57096073556193,4.941,0,-0.798872915334126,0.693147180559945,0,TRUE,4
2000:32,AIW-N,selected_lambda_oracle_L,2000,0.001,1000,0.001,32,449.835681405613,0.001,2,TRUE,interior,13446.6860055755,TRUE,-9.15988602071692e-06,0.001,12.9986815906457,-5.57096073556193,4.941,0,-0.798872915334126,0.693147180559945,0,TRUE,4
2000:32,collapsed-R,actual_selection,2000,0.001,1000,0.001,32,403.667139765317,0.001,1,TRUE,interior,13442.5005672273,TRUE,-9.15988602071692e-06,0.001,12.9986815906457,-5.57096073556193,1.74799999999996,0,-0.907164652094579,0.693147180559945,0,TRUE,4
2000:32,collapsed-R,oracle_lambda,2000,0.001,1000,0.001,32,403.667139765317,0.001,1,TRUE,interior,13442.5005672273,TRUE,-9.15988602071692e-06,0.001,12.9986815906457,-5.57096073556193,1.74799999999996,0,-0.907164652094579,0.693147180559945,0,TRUE,4
2000:32,AIW-N,actual_selection,2000,0.005,1000,0.001,32,1011.91808181,0.002,2,TRUE,interior,12810.1099918754,TRUE,-9.15988602071692e-06,0.005,29.0659356545588,-12.4570469046987,6.322,0,0.0118476207608392,0.693147180559945,1.6094379124341,TRUE,4
2000:32,AIW-N,oracle_lambda_oracle_L,2000,0.005,1000,0.001,32,555.334192675395,0.001,2,TRUE,interior,12797.2808675398,TRUE,-9.15988602071692e-06,0.005,29.0659356545588,-12.4570469046987,6.322,0,-0.588185197489971,0.693147180559945,1.6094379124341,TRUE,4
2000:32,AIW-N,selected_lambda_oracle_L,2000,0.005,1000,0.001,32,1011.91808181,0.002,2,TRUE,interior,12810.1099918754,TRUE,-9.15988602071692e-06,0.005,29.0659356545588,-12.4570469046987,6.322,0,0.0118476207608392,0.693147180559945,1.6094379124341,TRUE,4
2000:32,collapsed-R,actual_selection,2000,0.005,1000,0.001,32,1009.20951988499,0.002,2,TRUE,interior,12808.1164672891,TRUE,-9.15988602071692e-06,0.005,29.0659356545588,-12.4570469046987,2.20899999999997,0,0.0091673708407399,0.693147180559945,1.6094379124341,TRUE,4
2000:32,collapsed-R,oracle_lambda,2000,0.005,1000,0.001,32,456.166878140997,0.001,1,TRUE,interior,12777.394680107,TRUE,-9.15988602071692e-06,0.005,29.0659356545588,-12.4570469046987,2.20899999999997,0,-0.784896575579565,0.693147180559945,1.6094379124341,TRUE,4
250:31,AIW-N,actual_selection,250,2e-04,20,0.001,31,6.61935224654069,0.001,1,TRUE,interior,1369.82708253502,TRUE,3.44561142874854e-05,2e-04,5.81319691047259,2.49153361242242,0.805,-3.91202300542815,-5.01775776177522,-1.38629436111989,-1.6094379124341,TRUE,2
250:31,AIW-N,oracle_lambda_oracle_L,250,2e-04,20,0.001,31,9.46118784105412,0.001,2,TRUE,interior,1366.87323790521,TRUE,3.44561142874854e-05,2e-04,5.81319691047259,2.49153361242242,0.805,-3.91202300542815,-4.66055733920747,-1.38629436111989,-1.6094379124341,TRUE,2
250:31,AIW-N,selected_lambda_oracle_L,250,2e-04,20,0.001,31,9.46118784105412,0.001,2,TRUE,interior,1366.87323790521,TRUE,3.44561142874854e-05,2e-04,5.81319691047259,2.49153361242242,0.805,-3.91202300542815,-4.66055733920747,-1.38629436111989,-1.6094379124341,TRUE,2
250:31,collapsed-R,actual_selection,250,2e-04,20,0.001,31,2.95441888130993,0.001,0,TRUE,interior,1366.76492378494,TRUE,3.44561142874854e-05,2e-04,5.81319691047259,2.49153361242242,0.379,-3.91202300542815,-5.82445330353451,-1.38629436111989,-1.6094379124341,TRUE,2
250:31,collapsed-R,oracle_lambda,250,2e-04,20,0.001,31,2.95441888130993,0.001,0,TRUE,interior,1366.76492378494,TRUE,3.44561142874854e-05,2e-04,5.81319691047259,2.49153361242242,0.379,-3.91202300542815,-5.82445330353451,-1.38629436111989,-1.6094379124341,TRUE,2
250:31,AIW-N,actual_selection,250,0.001,20,0.001,31,9.12652934845267,0.001,1,TRUE,interior,1245.34140043661,TRUE,3.44561142874854e-05,0.001,12.9987034584085,5.57123852560215,0.525,-3.91202300542815,-4.69656979372644,-1.38629436111989,0,TRUE,2
250:31,AIW-N,oracle_lambda_oracle_L,250,0.001,20,0.001,31,11.9208447763078,0.001,2,TRUE,interior,1241.44844010806,TRUE,3.44561142874854e-05,0.001,12.9987034584085,5.57123852560215,0.525,-3.91202300542815,-4.42946674936051,-1.38629436111989,0,TRUE,2
250:31,AIW-N,selected_lambda_oracle_L,250,0.001,20,0.001,31,11.9208447763078,0.001,2,TRUE,interior,1241.44844010806,TRUE,3.44561142874854e-05,0.001,12.9987034584085,5.57123852560215,0.525,-3.91202300542815,-4.42946674936051,-1.38629436111989,0,TRUE,2
250:31,collapsed-R,actual_selection,250,0.001,20,0.001,31,3.12938909568996,0.001,0,TRUE,interior,1241.97225864132,TRUE,3.44561142874854e-05,0.001,12.9987034584085,5.57123852560215,0.405,-3.91202300542815,-5.76691747057546,-1.38629436111989,0,TRUE,2
