J,panel_seed,true_eta0,true_L,true_lambda,h2,N,N0,causal,maximum_abs_causal_ld,minimum_expected_abs_z,maximum_expected_abs_z,achieved_h2,method,raw_eta0,selected_lambda,selected_model_L,raw_pure_L,eta0_boundary,converged,fit_seconds
250,52,500,2,0.001,0.001,200000,2000,62;183,0.00050750840120761,8.22381594649949,11.5093384604367,0.001,AIW-N,507.788586175157,0.002,5,2,interior,TRUE,0.484999999999999
250,52,500,2,0.001,0.001,200000,2000,62;183,0.00050750840120761,8.22381594649949,11.5093384604367,0.001,collapsed-R,444.356338601378,0.002,5,2,interior,TRUE,0.943999999999999
250,52,500,3,0.001,0.001,200000,2000,62;183;125,0.0189227243971831,4.72800995534856,10.8191250104773,0.001,AIW-N,485.321487073217,0.002,5,3,interior,TRUE,0.465
250,52,500,3,0.001,0.001,200000,2000,62;183;125,0.0189227243971831,4.72800995534856,10.8191250104773,0.001,collapsed-R,337.856208750849,0.002,5,2,interior,TRUE,1.056
250,52,1000,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,AIW-N,2276.91801281458,0.002,5,1,interior,TRUE,0.533000000000001
250,52,1000,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,collapsed-R,1589.0318487955,0.002,5,1,interior,TRUE,0.826000000000001
250,52,1000,2,0.001,0.001,200000,2000,62;224,0.00186078317779807,8.23411946255508,11.5130964319262,0.001,AIW-N,1477.00344872026,0.002,3,2,interior,TRUE,0.502000000000002
250,52,1000,2,0.001,0.001,200000,2000,62;224,0.00186078317779807,8.23411946255508,11.5130964319262,0.001,collapsed-R,1532.86926763737,0.002,5,2,interior,TRUE,1.158
250,52,1000,3,0.001,0.001,200000,2000,62;224;23,0.0147118190827185,4.58791858692649,10.8219983091618,0.001,AIW-N,861.035280492012,0.002,2,2,interior,TRUE,0.553999999999995
250,52,1000,3,0.001,0.001,200000,2000,62;224;23,0.0147118190827185,4.58791858692649,10.8219983091618,0.001,collapsed-R,949.301418754554,0.002,5,2,interior,TRUE,1.441
250,52,2000,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,AIW-N,1382.50682665366,0.001,5,1,interior,TRUE,0.475999999999999
250,52,2000,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,collapsed-R,1624.3914520056,0.001,5,1,interior,TRUE,0.744
250,52,2000,2,0.001,0.001,200000,2000,62;214,0.000841144075543802,8.21353785000575,11.5055932275168,0.001,AIW-N,1094.79994229339,0.001,5,2,interior,TRUE,0.509
250,52,2000,2,0.001,0.001,200000,2000,62;214,0.000841144075543802,8.21353785000575,11.5055932275168,0.001,collapsed-R,1201.02826886023,0.001,5,2,interior,TRUE,0.941000000000003
250,52,2000,3,0.001,0.001,200000,2000,62;214;23,0.0125272909700977,4.49332370102926,10.8728571751695,0.001,AIW-N,758.531576867943,0.001,2,2,interior,TRUE,0.57
250,52,2000,3,0.001,0.001,200000,2000,62;214;23,0.0125272909700977,4.49332370102926,10.8728571751695,0.001,collapsed-R,843.057866934147,0.001,5,2,interior,TRUE,1.175
250,52,5000,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,AIW-N,Inf,0.001,5,1,normal_limit,TRUE,0.471000000000004
250,52,5000,1,0.001,0.001,200000,2000,62,0,14.142135623731,14.142135623731,0.001,collapsed-R,92980682.2549881,0.001,5,1,interior,TRUE,0.769999999999996
250,52,5000,2,0.001,0.001,200000,2000,62;124,0.00318438025092661,8.24418754051312,11.5167718913559,0.001,AIW-N,Inf,0.001,3,2,normal_limit,TRUE,0.488999999999997
250,52,5000,2,0.001,0.001,200000,2000,62;124,0.00318438025092661,8.24418754051312,11.5167718913559,0.001,collapsed-R,98089658.367736,0.001,5,2,interior,TRUE,0.875
250,52,5000,3,0.001,0.001,200000,2000,62;124;172,0.0253559773603458,4.69153987703036,10.8001446983939,0.001,AIW-N,Inf,0.001,4,3,normal_limit,TRUE,0.470999999999997
250,52,5000,3,0.001,0.001,200000,2000,62;124;172,0.0253559773603458,4.69153987703036,10.8001446983939,0.001,collapsed-R,98775246.7207492,0.001,5,3,interior,TRUE,1.291
